[0.000000] (-) TimerEvent: {}
[0.000586] (turtlebot3_A_star) JobQueued: {'identifier': 'turtlebot3_A_star', 'dependencies': OrderedDict()}
[0.000689] (turtlebot3_HighLevelControl) JobQueued: {'identifier': 'turtlebot3_HighLevelControl', 'dependencies': OrderedDict()}
[0.000706] (turtlebot3_NavSLAM) JobQueued: {'identifier': 'turtlebot3_NavSLAM', 'dependencies': OrderedDict()}
[0.000718] (turtlebot3_description) JobQueued: {'identifier': 'turtlebot3_description', 'dependencies': OrderedDict()}
[0.000730] (turtlebot3_follow) JobQueued: {'identifier': 'turtlebot3_follow', 'dependencies': OrderedDict()}
[0.000743] (turtlebot3_visualizer) JobQueued: {'identifier': 'turtlebot3_visualizer', 'dependencies': OrderedDict()}
[0.001284] (turtlebot3_A_star) JobStarted: {'identifier': 'turtlebot3_A_star'}
[0.008921] (turtlebot3_HighLevelControl) JobStarted: {'identifier': 'turtlebot3_HighLevelControl'}
[0.014447] (turtlebot3_NavSLAM) JobStarted: {'identifier': 'turtlebot3_NavSLAM'}
[0.022562] (turtlebot3_description) JobStarted: {'identifier': 'turtlebot3_description'}
[0.026748] (turtlebot3_follow) JobStarted: {'identifier': 'turtlebot3_follow'}
[0.035738] (turtlebot3_visualizer) JobStarted: {'identifier': 'turtlebot3_visualizer'}
[0.099871] (-) TimerEvent: {}
[0.200656] (-) TimerEvent: {}
[0.301169] (-) TimerEvent: {}
[0.401639] (-) TimerEvent: {}
[0.502038] (-) TimerEvent: {}
[0.554623] (turtlebot3_description) JobProgress: {'identifier': 'turtlebot3_description', 'progress': 'cmake'}
[0.555239] (turtlebot3_description) JobProgress: {'identifier': 'turtlebot3_description', 'progress': 'build'}
[0.555870] (turtlebot3_description) Command: {'cmd': ['/usr/bin/cmake', '--build', '/root/ws/ROS2Package/build/turtlebot3_description', '--', '-j8', '-l8'], 'cwd': '/root/ws/ROS2Package/build/turtlebot3_description', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('HOSTNAME', 'laptop-lenovo'), ('SHLVL', '2'), ('LD_LIBRARY_PATH', '/opt/ros/foxy/opt/yaml_cpp_vendor/lib:/opt/ros/foxy/opt/rviz_ogre_vendor/lib:/opt/ros/foxy/lib/x86_64-linux-gnu:/opt/ros/foxy/lib'), ('HOME', '/root'), ('OLDPWD', '/root/ws'), ('ROS_PYTHON_VERSION', '3'), ('LC_CTYPE', 'C.UTF-8'), ('ROS_DISTRO', 'foxy'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/foxy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':0'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('ROS_DOMAIN_ID', '30'), ('AMENT_PREFIX_PATH', '/opt/ros/foxy'), ('DEBIAN_FRONTEND', 'noninteractive'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('PWD', '/root/ws/ROS2Package/build/turtlebot3_description'), ('TURTLEBOT3_MODEL', 'burger'), ('PYTHONPATH', '/opt/ros/foxy/lib/python3.8/site-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/opt/ros/foxy')]), 'shell': False}
[0.602204] (-) TimerEvent: {}
[0.702586] (-) TimerEvent: {}
[0.803117] (-) TimerEvent: {}
[0.903638] (-) TimerEvent: {}
[0.905168] (turtlebot3_description) CommandEnded: {'returncode': 0}
[0.936272] (turtlebot3_description) JobProgress: {'identifier': 'turtlebot3_description', 'progress': 'install'}
[0.950979] (turtlebot3_description) Command: {'cmd': ['/usr/bin/cmake', '--install', '/root/ws/ROS2Package/build/turtlebot3_description'], 'cwd': '/root/ws/ROS2Package/build/turtlebot3_description', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('HOSTNAME', 'laptop-lenovo'), ('SHLVL', '2'), ('LD_LIBRARY_PATH', '/opt/ros/foxy/opt/yaml_cpp_vendor/lib:/opt/ros/foxy/opt/rviz_ogre_vendor/lib:/opt/ros/foxy/lib/x86_64-linux-gnu:/opt/ros/foxy/lib'), ('HOME', '/root'), ('OLDPWD', '/root/ws'), ('ROS_PYTHON_VERSION', '3'), ('LC_CTYPE', 'C.UTF-8'), ('ROS_DISTRO', 'foxy'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/foxy/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':0'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('ROS_DOMAIN_ID', '30'), ('AMENT_PREFIX_PATH', '/opt/ros/foxy'), ('DEBIAN_FRONTEND', 'noninteractive'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('PWD', '/root/ws/ROS2Package/build/turtlebot3_description'), ('TURTLEBOT3_MODEL', 'burger'), ('PYTHONPATH', '/opt/ros/foxy/lib/python3.8/site-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/opt/ros/foxy')]), 'shell': False}
[0.970254] (turtlebot3_description) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.970848] (turtlebot3_description) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.972731] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base.prefab\n'}
[0.972946] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base.prefab.meta\n'}
[0.973150] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base.stl\n'}
[0.973451] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base.stl.meta\n'}
[0.973638] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_0.asset\n'}
[0.973807] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_0.asset.meta\n'}
[0.973975] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_1.asset\n'}
[0.974138] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_1.asset.meta\n'}
[0.974303] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_2.asset\n'}
[0.974491] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_2.asset.meta\n'}
[0.974676] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_3.asset\n'}
[0.974840] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_3.asset.meta\n'}
[0.975020] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_4.asset\n'}
[0.975186] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/burger_base_4.asset.meta\n'}
[0.975366] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base.prefab\n'}
[0.975547] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base.prefab.meta\n'}
[0.975730] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base.stl\n'}
[0.975911] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base.stl.meta\n'}
[0.976087] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_0.asset\n'}
[0.976257] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_0.asset.meta\n'}
[0.976440] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_1.asset\n'}
[0.976624] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_1.asset.meta\n'}
[0.976800] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_10.asset\n'}
[0.976978] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_10.asset.meta\n'}
[0.977157] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_11.asset\n'}
[0.977323] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_11.asset.meta\n'}
[0.977503] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_12.asset\n'}
[0.977676] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_12.asset.meta\n'}
[0.977904] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_13.asset\n'}
[0.978512] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_13.asset.meta\n'}
[0.978774] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_14.asset\n'}
[0.978877] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_14.asset.meta\n'}
[0.978974] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_2.asset\n'}
[0.979156] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_2.asset.meta\n'}
[0.979328] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_3.asset\n'}
[0.979518] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_3.asset.meta\n'}
[0.979686] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_4.asset\n'}
[0.979860] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_4.asset.meta\n'}
[0.980045] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_5.asset\n'}
[0.980187] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_5.asset.meta\n'}
[0.980380] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_6.asset\n'}
[0.981365] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_6.asset.meta\n'}
[0.981503] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_7.asset\n'}
[0.981570] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_7.asset.meta\n'}
[0.981629] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_8.asset\n'}
[0.981697] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_8.asset.meta\n'}
[0.981849] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_9.asset\n'}
[0.982123] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_base_9.asset.meta\n'}
[0.983666] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_pi_base.prefab\n'}
[0.987570] (turtlebot3_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ws/ROS2Package/install/turtlebot3_description/share/turtlebot3_description/meshes/bases/waffle_pi_base.prefab.meta\n'}
